Site,Tunnel,System Type,PE Type,MSC ,ICR-2,ICR -3,LED ,VMS,CLV490 ,CLV690,Mirror Type,CLV Setup,SOPAS,Scale Installed,MSC ETH1               IP,MSC ETH1        Mask,MSC ETH1 Gateway,MSC ETH2               IP,MSC ETH2        Mask,MSC ETH2 Gateway,SNTP IP,Solution Server   IP,Solution Server Mask,Solution Server Gateway,Solution Server SNTP IP,Hard Drives,Solution Server Image,Solution Server Software
MARI,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.184.197,255.255.255.0,10.81.184.1,10.81.185.197,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.103,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MARI,SSA3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.184.198,255.255.255.0,10.81.184.1,10.81.185.198,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.105,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MARI,LC1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.184.216,255.255.255.0,10.81.184.1,10.81.185.216,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.107,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MARI,LC2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.184.217,255.255.255.0,10.81.184.1,10.81.185.217,255.255.255.0,10.81.184.1,10.81.176.1,10.81.179.109,255.255.254.0,10.81.178.1,10.81.176.1,,9193313_04,1.3.0.1.RC
MCCK,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.81.104.196,255.255.255.0,10.81.104.1,10.81.105.196,255.255.255.0,10.81.104.1,10.81.96.1,10.81.99.111,255.255.254.0,10.81.98.1,10.81.96.1,,9193313_04,1.3.0.1.RC
MCCK,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.81.104.197,255.255.255.0,10.81.104.1,10.81.105.197,255.255.255.0,10.81.104.1,10.81.96.1,10.81.99.112,255.255.254.0,10.81.98.1,10.81.96.1,,9193313_04,1.3.0.1.RC
MPGR,SS01,ICR,,,,,,,,,,,,,10.97.232.196 ,255.255.254.0,10.97.232.1,10.97.233.196 ,255.255.254.0,10.97.232.1,,10.97.227.111 ,255.255.254.0,10.97.226.1,,,,
MPGR,SS02,ICR,,,,,,,,,,,,,10.97.232.197,255.255.254.0,10.97.232.1,10.97.233.197 ,255.255.254.0,10.97.232.1,,10.97.227.112 ,255.255.254.0,10.97.226.1,,,,
NFTW,,,,,,,,,,,,,,,10.71.120.196� ,255.255.254.0,10.71.120.1,10.71.121.196,255.255.254.0,10.71.120.1,,10.71.115.111,255.255.254.0,10.71.114.1,,,,
NFTW,,,,,,,,,,,,,,,10.71.120.197 ,255.255.254.0,10.71.120.1,10.71.121.197,255.255.254.0,10.71.120.1,,10.71.115.112,255.255.254.0,10.71.114.1,,,,
NIND,SS1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.83.104.196,255.255.254.0,10.83.104.1,10.83.105.196,255.255.254.0,10.83.104.1,10.83.104.1,10.83.99.111,255.255.254.0,10.83.98.1,10.83.98.1,,9193313_04,1.3.0.1.RC
NIND,SS2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.83.104.197,255.255.254.0,10.83.104.1,10.83.105.197,255.255.254.0,10.83.104.1,10.83.104.1,10.83.99.112,255.255.254.0,10.83.98.1,10.83.98.1,,9193313_04,1.3.0.1.RC
NOKY,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.70.8.186,255.255.255.0,10.70.8.1,10.70.9.186,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.101,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NOKY,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.70.8.187,255.255.255.0,10.70.8.1,10.70.9.187,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.102,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NOKY,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.70.8.188,255.255.255.0,10.70.8.1,10.70.9.188,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.103,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NOKY,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.70.8.195,255.255.255.0,10.70.8.1,10.70.9.195,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.110,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NOKY,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.70.8.196,255.255.255.0,10.70.8.1,10.70.9.196,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.111,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NOKY,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.70.8.197,255.255.255.0,10.70.8.1,10.70.9.197,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.112,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NOKY,SSB1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.70.8.200,255.255.255.0,10.70.8.1,10.70.9.200,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.115,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NOKY,SSB2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.70.8.201,255.255.255.0,10.70.8.1,10.70.9.201,255.255.255.0,10.70.8.1,10.85.0.1,10.70.3.116,255.255.254.0,10.70.2.1,10.85.0.1,,9193313_04,1.3.0.1.RC
NORC,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.67.136.196,255.255.255.0,10.67.136.1,10.67.137.196,255.255.255.0,10.67.136.1,10.67.130.1,10.67.131.111,255.255.254.0,10.67.130.1,10.67.130.1,,9193313_04,1.3.0.1.RC
NORC,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.67.136.197,255.255.255.0,10.67.136.1,10.67.137.197,255.255.255.0,10.67.136.1,10.67.130.1,10.67.131.112,255.255.254.0,10.67.130.1,10.67.130.1,,9193313_04,1.3.0.1.RC
OKLA,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.93.56.196,255.255.255.0,10.93.56.1,10.93.57.196,255.255.255.0,10.93.56.1,10.93.48.1,10.93.51.111,255.255.254.0,10.93.50.1,10.93.48.1,,9193313_04,1.3.0.1.RC
OLIV,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.89.24.186 ,255.255.254.0 ,10.89.24.1 ,10.89.25.186 ,255.255.254.0 ,10.89.24.1 ,10.89.24.1,10.89.19.101 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.89.24.187 ,255.255.254.0 ,10.89.24.1 ,10.89.25.187 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.102 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.89.24.188 ,255.255.254.0 ,10.89.24.1 ,10.89.25.188 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.103 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,PS4,ICR,,,,,,,,,,,,,10.89.24.189 ,255.255.254.0 ,10.89.24.1 ,10.89.25.189 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.104 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,,
OLIV,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.89.24.195 ,255.255.254.0 ,10.89.24.1 ,10.89.25.195 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.110 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,SSA1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.89.24.196 ,255.255.254.0 ,10.89.24.1 ,10.89.25.196 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.111 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.89.24.197 ,255.255.254.0 ,10.89.24.1 ,10.89.25.197 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.112 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,SSA3,,,,,,,,,,,,,,10.89.24.198 ,255.255.254.0 ,10.89.24.1 ,10.89.25.198 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.113 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,,
OLIV,SSB1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.89.24.200 ,255.255.254.0 ,10.89.24.1 ,10.89.25.200 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.115 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,SSB2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.89.24.201 ,255.255.254.0 ,10.89.24.1 ,10.89.25.201 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.116 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,SSB3,,,,,,,,,,,,,,10.89.24.202 ,255.255.254.0 ,10.89.24.1 ,10.89.25.202 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.117 ,255.255.254.0 ,10.89.18.1 ,10.89.16.1,,,
OLIV,LC1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.89.24.216 ,255.255.254.0 ,10.89.24.1 ,10.89.25.216 ,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.131 ,255.255.254.0,10.89.18.1 ,10.89.16.1,,9193313_04,1.3.0.1.RC
OLIV,LC2,ICR,,,,,,,,,,,,,10.89.24.217,255.255.254.0 ,10.89.24.1 ,10.89.25.217,255.255.254.0 ,10.89.24.1 ,10.89.16.1,10.89.19.132,255.255.254.0,10.89.18.1 ,10.89.16.1,,,
ORLA,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.44.186 ,255.255.255.0 ,10.68.44.1 ,10.68.45.186 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.101 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.44.187 ,255.255.255.0 ,10.68.44.1 ,10.68.45.187 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.102 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.44.188 ,255.255.255.0 ,10.68.44.1 ,10.68.45.188 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.103 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.68.44.189 ,255.255.255.0 ,10.68.44.1 ,10.68.45.189 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.104 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.44.196 ,255.255.255.0 ,10.68.44.1 ,10.68.45.196 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.111 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,SS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.44.198 ,255.255.255.0 ,10.68.44.1 ,10.68.45.198 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.113 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,SS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.44.199 ,255.255.255.0 ,10.68.44.1 ,10.68.45.199 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.114 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,SS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.44.200 ,255.255.255.0 ,10.68.44.1 ,10.68.45.200 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.115 ,255.255.254.0 ,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
ORLA,SS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.68.44.201 ,255.255.255.0 ,10.68.44.1 ,10.68.45.201 ,255.255.255.0 ,10.68.44.1 ,10.68.32.1,10.68.35.116 ,255.255.254.0,10.68.34.1 ,10.68.32.1,,9193313_04,1.3.0.1.RC
PHOE,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.28.186,255.255.255.0,10.65.28.1,10.65.29.186,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.101,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.28.187,255.255.255.0,10.65.28.1,10.65.29.187,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.102,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.65.28.188,255.255.255.0,10.65.28.1,10.65.29.188,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.103,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.65.28.189,255.255.254.0,10.65.28.1,10.65.29.189,255.255.254.0,10.65.28.1,10.65.16.1,10.65.19.104,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.28.196,255.255.255.0,10.65.28.1,10.65.29.196,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.111,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.28.197,255.255.255.0,10.65.28.1,10.65.29.197,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.112,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,SS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.28.198,255.255.255.0,10.65.28.1,10.65.29.198,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.113,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,SS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.28.199,255.255.255.0,10.65.28.1,10.65.29.199,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.114,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,SS5,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.65.28.200,255.255.255.0,10.65.28.1,10.65.29.200,255.255.255.0,10.65.28.1,10.65.16.1,10.65.19.115,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PHOE,SS6,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,No,10.65.28.201,255.255.254.0,10.65.28.1,10.65.29.201,255.255.254.0,10.65.28.1,10.65.16.1,10.65.19.116,255.255.254.0,10.65.18.1,10.65.16.1,,9193313_04,1.3.0.1.RC
PONT,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.56.196,255.255.255.0,10.81.56.1,10.81.57.196,255.255.255.0,10.81.56.1,10.81.48.1,10.81.51.111 ,255.255.254.0 ,10.81.50.1 ,10.81.48.1,,9193313_04,1.3.0.1.RC
PONT,SS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.81.56.197,255.255.255.0,10.81.56.1,10.81.57.197,255.255.255.0,10.81.56.1,10.81.48.1,10.81.51.112 ,255.255.254.0,10.81.50.1 ,10.81.48.1,,9193313_04,1.3.0.1.RC
PORT,PS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.92.104.186,255.255.255.0,10.92.104.1,10.92.105.186,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.101,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,PS2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.92.104.187,255.255.255.0,10.92.104.1,10.92.105.187,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.102,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,PS3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.92.104.188,255.255.255.0,10.92.104.1,10.92.105.188,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.103,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,PS4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.92.104.189,255.255.254.0,10.92.104.1,10.92.105.189,255.255.254.0,10.92.104.1,10.92.96.1,10.92.99.104,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,PSR,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.104.195,255.255.255.0,10.92.104.1,10.92.105.195,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.110,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,A1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.104.196,255.255.255.0,10.92.104.1,10.92.105.196,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.111,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,A2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.104.197,255.255.255.0,10.92.104.1,10.92.105.197,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.112,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,B1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.104.200,255.255.255.0,10.92.104.1,10.92.105.200,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.115,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,B2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.104.201,255.255.255.0,10.92.104.1,10.92.105.201,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.116,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,B3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,No,10.92.104.202,255.255.254.0,10.92.104.1,10.92.105.202,255.255.254.0,10.92.104.1,10.92.96.1,10.92.99.117,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,LC1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.104.216,255.255.255.0,10.92.104.1,10.92.105.216,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.131,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
PORT,LC2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.92.104.217,255.255.255.0,10.92.104.1,10.92.105.217,255.255.255.0,10.92.104.1,10.92.96.1,10.92.99.132,255.255.254.0,10.92.98.1,10.92.96.1,,9193313_04,1.3.0.1.RC
QUEE,SS1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,Yes,10.81.8.196,255.255.255.0,10.81.8.1,10.81.9.196,255.255.255.0,10.81.8.1,10.83.184.1,10.81.3.111,255.255.254.0,10.81.8.1,10.83.184.1,,9193313_04,1.3.0.1.RC
RFRD,SS02,,,,,,,,,,,,,,10.111.168.197,255.255.254.0,10.111.168.1,10.111.169.197,255.255.254.0,10.111.168.1,,10.111.163.112,255.255.254.0,10.111.162.1,,,,
