Date/Time,Site Name,Tunnel Name,Tunnel Type,IP,Reachable?,,,,,,,
12-09-15_16:28,ORLA,SS4,ICR,10.68.35.114,Reachable,,,,,,,
12-09-15_16:28,ORLA,SS5,ICR,10.68.35.115,Reachable,,,,,,,
12-09-15_16:28,ORLA,SS6,ICR,10.68.35.116,Reachable,,,,,,,
12-09-15_16:28,PHOE,PS1,ICR,10.65.19.101,Reachable,,,,,,,
12-09-15_16:28,PHOE,PS2,ICR,10.65.19.102,Reachable,,,,,,,
12-09-15_16:28,PHOE,PS3,ICR,10.65.19.103,Reachable,,,,,,,
12-09-15_16:28,PHOE,PS4,ICR,10.65.19.104,Reachable,,,,,,,
12-09-15_16:28,PHOE,SS1,ICR,10.65.19.111,UNREACHABLE,,,,,,,
12-09-15_16:28,PHOE,SS2,ICR,10.65.19.112,Reachable,,,,,,,
12-09-15_16:28,PHOE,SS3,ICR,10.65.19.113,Reachable,,,,,,,
12-09-15_16:28,PHOE,SS4,ICR,10.65.19.114,Reachable,,,,,,,
12-09-15_16:28,PHOE,SS5,ICR,10.65.19.115,Reachable,,,,,,,
12-09-15_16:28,PHOE,SS6,ICR,10.65.19.116,Reachable,,,,,,,
12-09-15_16:28,PONT,SS1,ICR,10.81.51.111,UNREACHABLE,,,,,,,
12-09-15_16:28,PONT,SS2,ICR,10.81.51.112,UNREACHABLE,,,,,,,
12-09-15_16:28,PORT,PS1,ICR,10.92.99.101,Reachable,,,,,,,
12-09-15_16:28,PORT,PS2,ICR,10.92.99.102,Reachable,,,,,,,
12-09-15_16:28,PORT,PS3,ICR,10.92.99.103,Reachable,,,,,,,
12-09-15_16:28,PORT,PS4,ICR,10.92.99.104,Reachable,,,,,,,
12-09-15_16:28,PORT,PSR,ICR,10.92.99.110,Reachable,,,,,,,
12-09-15_16:28,PORT,A1,ICR,10.92.99.111,Reachable,,,,,,,
12-09-15_16:28,PORT,A2,ICR,10.92.99.112,Reachable,,,,,,,
12-09-15_16:28,PORT,B1,ICR,10.92.99.115,Reachable,,,,,,,
12-09-15_16:28,PORT,B2,ICR,10.92.99.116,Reachable,,,,,,,
12-09-15_16:28,PORT,B3,ICR,10.92.99.117,Reachable,,,,,,,
12-09-15_16:28,PORT,LC1,ICR,10.92.99.131,Reachable,,,,,,,
12-09-15_16:28,PORT,LC2,ICR,10.92.99.132,Reachable,,,,,,,
12-09-15_16:28,QUEE,SS1,ICR,10.81.3.111,Reachable,,,,,,,
12-09-15_16:28,RICH,SS1,ICR,10.83.179.111,Reachable,,,,,,,
12-09-15_16:28,RFRD,SS02,ICR,10.111.163.112,Reachable,,,,,,,
12-09-15_16:28,RKIS,SS01,ICR,10.111.115.111,UNREACHABLE,,,,,,,
12-09-15_16:28,RKIS,SS02,ICR,10.111.115.112,UNREACHABLE,,,,,,,
12-09-15_16:28,RLTO,PS1,ICR,10.79.35.101,Reachable,,,,,,,
12-09-15_16:28,RLTO,PS2,ICR,10.79.35.102,Reachable,,,,,,,
12-09-15_16:28,RLTO,PS3,ICR,10.79.35.103,Reachable,,,,,,,
12-09-15_16:28,RLTO,PS4,ICR,10.79.35.104,Reachable,,,,,,,
12-09-15_16:28,RLTO,PS5,ICR,10.79.35.105,Reachable,,,,,,,
12-09-15_16:28,RLTO,PS6,ICR,10.79.34.100,Reachable,,,,,,,
12-09-15_16:28,RLTO,PSR,ICR,10.79.35.110,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSA1,ICR,10.79.35.111,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSA2,ICR,10.79.35.112,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSB1,ICR,10.79.35.115,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSB2,ICR,10.79.35.116,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSB3,ICR,10.79.35.117,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSB4,ICR,10.79.35.118,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSD1,ICR,10.79.35.123,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSD2,ICR,10.79.35.124,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSE1,ICR,10.79.35.127,Reachable,,,,,,,
12-09-15_16:28,RLTO,SSE2,ICR,10.79.35.128,Reachable,,,,,,,
12-09-15_16:28,ROSV,SS1,ICR,10.84.195.111,Reachable,,,,,,,
12-09-15_16:28,ROSV,SS2,ICR,10.84.195.112,Reachable,,,,,,,
12-09-15_16:28,SACR,PS1,ICR,10.65.99.101,Reachable,,,,,,,
12-09-15_16:28,SACR,PS2,ICR,10.65.99.102,Reachable,,,,,,,
12-09-15_16:28,SACR,PS3,ICR,10.65.99.103,Reachable,,,,,,,
12-09-15_16:28,SACR,PS4,ICR,10.65.99.104,Reachable,,,,,,,
12-09-15_16:28,SACR,PS5,ICR,10.65.99.105,Reachable,,,,,,,
12-09-15_16:28,SACR,PS6,ICR,10.65.99.106,Reachable,,,,,,,
12-09-15_16:28,SACR,SS1,ICR,10.65.99.111,Reachable,,,,,,,
12-09-15_16:28,SACR,SS2,ICR,10.65.99.112,Reachable,,,,,,,
12-09-15_16:28,SACR,SS3,ICR,10.65.99.113,Reachable,,,,,,,
12-09-15_16:28,SACR,SS4,ICR,10.65.99.114,Reachable,,,,,,,
12-09-15_16:28,SACR,SS5,ICR,10.65.99.115,Reachable,,,,,,,
12-09-15_16:28,SACR,SS6,ICR,10.65.99.116,Reachable,,,,,,,
12-09-15_16:28,SALT,PS1,ICR,10.68.99.101,Reachable,,,,,,,
12-09-15_16:28,SALT,PS2,ICR,10.68.99.102,Reachable,,,,,,,
12-09-15_16:28,SALT,SSA1,ICR,10.68.99.111,Reachable,,,,,,,
12-09-15_16:28,SALT,SSA2,ICR,10.68.99.112,Reachable,,,,,,,
12-09-15_16:28,SANA,SS01,ICR,10.102.35.111,UNREACHABLE,,,,,,,
12-09-15_16:28,SANA,SS02,ICR,10.102.35.112,UNREACHABLE,,,,,,,
12-09-15_16:28,SCHG,SS1,ICR,10.67.3.110,Reachable,,,,,,,
12-09-15_16:28,SCHG,SS2,ICR,10.67.3.111,Reachable,,,,,,,
12-09-15_16:28,SFRN,SS1,ICR,10.85.179.111,Reachable,,,,,,,
12-09-15_16:28,SFRN,SS2,ICR,10.85.179.112,Reachable,,,,,,,
12-09-15_16:28,ESFS,SS01,ICR,10.109.19.111,Reachable,,,,,,,
12-09-15_16:28,ESFS,SS02,ICR,10.109.19.112,Reachable,,,,,,,
12-09-15_16:28,SPAR,SS01,ICR,10.66.67.111,UNREACHABLE,,,,,,,
12-09-15_16:28,SPAR,SS02,ICR,10.66.67.112,UNREACHABLE,,,,,,,
12-09-15_16:28,SSTO,SS1,ICR,10.65.131.111,Reachable,,,,,,,
12-09-15_16:28,SSTO,SS2,ICR,10.65.131.112,Reachable,,,,,,,
12-09-15_16:28,STLO,SS1,ICR,10.69.243.111,UNREACHABLE,,,,,,,
12-09-15_16:28,STLO,SS2,ICR,10.69.243.112,UNREACHABLE,,,,,,,
12-09-15_16:28,WNDS,SS1,ICR,10.94.35.111,Reachable,,,,,,,
12-09-15_16:28,WNDS,SS2,ICR,10.94.35.112,Reachable,,,,,,,
12-09-15_16:28,SYRA,PS1,ICR,10.68.51.101,Reachable,,,,,,,
12-09-15_16:28,SYRA,PS2,ICR,10.68.51.102,Reachable,,,,,,,
12-09-15_16:28,SYRA,SS1,ICR,10.68.51.111,Reachable,,,,,,,
12-09-15_16:28,SYRA,SS2,ICR,10.68.51.112,Reachable,,,,,,,
12-09-15_16:28,TAMP,SS1,ICR,10.86.227.111,Reachable,,,,,,,
12-09-15_16:28,TAMP,SS2,ICR,10.86.227.112,Reachable,,,,,,,
12-09-15_16:28,WHLG,SS1,ICR,10.65.179.111,Reachable,,,,,,,
12-09-15_16:28,WHLG,SS2,ICR,10.65.179.112,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS1,ICR,10.79.131.151,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS2,ICR,10.79.131.153,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS3,ICR,10.79.131.155,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS4,ICR,10.79.131.157,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS5,ICR,10.79.131.159,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS6,ICR,10.79.131.161,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS07,ICR,10.79.131.98,Reachable,,,,,,,
12-09-15_16:28,WOOD,PS08,ICR,10.79.131.99,Reachable,,,,,,,
12-09-15_16:28,WOOD,PSR,ICR,10.79.131.163,Reachable,,,,,,,
12-09-15_16:28,WOOD,PSR2,ICR,10.79.131.100,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSA1,ICR,10.79.131.165,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSA2,ICR,10.79.131.167,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSB1,ICR,10.79.131.169,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSB2,ICR,10.79.131.171,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSB3,ICR,10.79.131.173,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSB4,ICR,10.79.131.175,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSC1,ICR,10.79.131.177,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSC2,ICR,10.79.131.179,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSC3,ICR,10.79.131.181,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSC4,ICR,10.79.131.183,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSD1,ICR,10.79.131.185,UNREACHABLE,,,,,,,
12-09-15_16:28,WOOD,SSD2,ICR,10.79.131.187,UNREACHABLE,,,,,,,
12-09-15_16:28,WOOD,SSE1,ICR,10.79.131.193,Reachable,,,,,,,
12-09-15_16:28,WOOD,SSE2,ICR,10.79.131.206,Reachable,,,,,,,
12-09-15_16:28,WPOR,SS1,ICR,10.85.19.111,Reachable,,,,,,,
12-09-15_16:28,WPOR,SS2,ICR,10.85.19.112,Reachable,,,,,,,
12-09-15_16:28,WRLT,SS1,ICR,10.82.115.111,Reachable,,,,,,,
12-09-15_16:28,WRLT,SS2,ICR,10.82.115.112,Reachable,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
